Date,Open,High,Low,Close,Volume,Market Cap
Sep-22-2022,0.09783299804134658,0.09869763495683724,0.09102578678479847,0.09189325886871004,910243.359375,63076113.750467926
Sep-21-2022,0.0944021720129748,0.09878521499231724,0.09341128082708108,0.09783299804134658,1548949.1660958903,64178826.46646409
Sep-20-2022,0.08658944826977955,0.09728087387448688,0.08316196450495793,0.09421331527129634,1487562.7977178423,61344423.04279734
Sep-19-2022,0.09041020142729096,0.0909,0.08091581566684473,0.08658944826977955,1567330.8780864198,58368918.02105654
Sep-18-2022,0.09984409336027888,0.10031050704909455,0.08987881882183395,0.09041020142729096,1259491.6512008733,62738578.83508452
Sep-17-2022,0.1046027376783326,0.10494562094926452,0.0986892851844984,0.09984409336027888,948616.1818181818,68009335.9684375
Sep-16-2022,0.10616058392385971,0.11086094994564416,0.10387798985386588,0.10433418295520674,1482735.050531915,70351538.62460715
Sep-15-2022,0.10954184648957808,0.11580098649180928,0.10505335019204544,0.10616058392385971,1705813.302662037,73180206.1465337
Sep-14-2022,0.11295421655075882,0.11677308916963282,0.10859457116257054,0.10954184648957808,2096398.045940171,74122247.89516783
Sep-13-2022,0.1100313778707128,0.11945434121450894,0.10936229690072106,0.11295421655075882,1420410.6478310502,75266903.53871907
Sep-12-2022,0.11378645429168063,0.11946240870556836,0.10827456486412164,0.10980067713052002,911857.2274159663,75672542.75740615
Sep-11-2022,0.12515513082607124,0.12540514596309413,0.1127730247931924,0.11378645429168063,765714.6073369565,81099686.82907382
Sep-10-2022,0.12656334217696028,0.12785633327876275,0.12397047848573815,0.1251489813667838,1082532.333515284,83135911.20338933
Sep-09-2022,0.12416327762720449,0.12773443037398705,0.12185935688393226,0.12660385595927812,1133828.4789772728,83537904.85086283
Sep-08-2022,0.12986161574744562,0.13010028303744017,0.12001032459949544,0.12416327762720449,1463624.3064159292,83786126.66900612
Sep-07-2022,0.1234333404862556,0.1301914431521966,0.1234333404862556,0.1299741021902711,1620062.5143034826,83549790.18781026
Sep-06-2022,0.11137951080168472,0.12372584976461852,0.1055627986828878,0.12372584976461852,2123254.542012448,73281477.73054935
Sep-05-2022,0.12897499239188573,0.1367774684032315,0.10653629424931316,0.11085732912596576,1550006.311627907,84162026.34431525
Sep-04-2022,0.12097464263316156,0.13353193741130648,0.12097464263316156,0.12897499239188573,1219210.1323242188,84513167.67629617
Sep-03-2022,0.12678945883442322,0.12945369368158738,0.1182871808921384,0.12097464263316156,1419418.1899350649,81791794.6557677
Sep-02-2022,0.11957114704043396,0.13491430855927403,0.1186427852349812,0.12678945883442322,1924125.8336956522,83619919.87443295
Sep-01-2022,0.11735556156082086,0.1197913928987966,0.11261080893096892,0.11957114704043396,1126481.6815159575,76927138.05254848
Aug-31-2022,0.1163985743390839,0.12201390117898536,0.11556434110303708,0.11732380882430236,1340871.8760964912,78338907.19167487
Aug-30-2022,0.11021087254435952,0.11726502924358796,0.1075963918871855,0.11638105282549736,1191404.743888889,74647254.99461897
Aug-29-2022,0.10288575742757136,0.1260742540631836,0.10258837773893462,0.10948393301193383,867860.7741416309,73135819.37680434
Aug-28-2022,0.0982584449607435,0.1030755219233457,0.09634565398481695,0.10290307998778526,477490.7296686747,66779934.0186239
Aug-27-2022,0.10145678025782036,0.10348505747555845,0.09774405694225234,0.0982584449607435,378665.18023858924,67150598.3878813
Aug-26-2022,0.10130794172726128,0.10382790188709984,0.09678624089602668,0.10142562188448796,561281.881617647,67731534.51362662
Aug-25-2022,0.1125914441552325,0.11522040401421912,0.10100904499541367,0.10130794172726128,782632.2709134616,72065636.84419578
Aug-24-2022,0.10513614084108336,0.11516153005248823,0.10513614084108336,0.11284353095814852,884167.379118217,72753306.69345118
Aug-23-2022,0.10111703455770592,0.11189523302330612,0.10067743678585536,0.1049196168621188,769008.4916834678,70634238.60091075
Aug-22-2022,0.0997227455645978,0.10397198956906407,0.09758614470097952,0.10085933703330752,488099.0940148305,66861373.38233412
Aug-21-2022,0.10023909322096863,0.10229294005928674,0.09738038534240535,0.0997227455645978,657671.7653162056,66193049.44398766
Aug-20-2022,0.10318140881253396,0.10455894242998744,0.0964135899025679,0.10024604315738936,749575.128101145,67088659.13888036
Aug-19-2022,0.1089926855160872,0.11097289866721144,0.10284544055475742,0.10318140881253396,742398.5916353384,71124605.58117504
Aug-18-2022,0.11330499037276752,0.11725775619081535,0.10376391933590497,0.10986729451623442,1193579.576818182,74377664.63406564
Aug-17-2022,0.09970375527061497,0.11741665076539368,0.09956218108821334,0.11353315036175891,759549.0292091836,72488560.10617514
Aug-16-2022,0.10230676289574858,0.1028687115450394,0.09933009215767746,0.09954887335261632,651869.5147679325,67269437.485352
Aug-15-2022,0.11426326600436391,0.114462825590164,0.1003810575238486,0.10251231954587596,660361.0179324894,70972329.0845964
Aug-14-2022,0.1268351979855632,0.1268351979855632,0.1097851080136868,0.1145296713145654,584324.7143397178,76574383.85309161
Aug-13-2022,0.11891834212046552,0.12854716132518268,0.11235982735426858,0.1268351979855632,857987.5058740601,78536978.01530084
Aug-12-2022,0.12643800637355834,0.13442413211420465,0.1151728801180257,0.11891834212046552,1206096.975,82529994.52264877
Aug-11-2022,0.1310191725514063,0.14897488593344493,0.12474220207019254,0.1260070274722223,1120159.9270019531,88000153.63308872
Aug-10-2022,0.13532369414973217,0.1680654901013172,0.1274593933537098,0.13101771339857546,1468197.8842054263,94972063.27050178
Aug-09-2022,0.13278020775506283,0.14996776463194955,0.11421909384726377,0.13507173590969013,1562084.6509090909,86928499.0669914
Aug-08-2022,0.1544937949760351,0.16536966143250698,0.13000706884908003,0.1331856087062565,2430236.1004545456,96679900.05847469
Aug-07-2022,0.10921011096800584,0.19530145973521143,0.10708663696773944,0.15260199170429098,4052552.356643357,96226163.65245926
Aug-06-2022,0.07723831627641968,0.12258118700644524,0.07723831627641968,0.1071717688880426,1396522.8560267857,62653292.46129232
Aug-05-2022,0.07379414714497229,0.08969663279369756,0.07288436983298323,0.07684361041583478,921708.7676971327,52021817.908366464
Aug-04-2022,0.07280310977161543,0.08063548858733526,0.06841127669619688,0.07379414714497229,912589.2997262774,47692232.094635785
Aug-03-2022,0.062413141567266274,0.07998244001348831,0.06220042012279949,0.07156811307907918,724569.0303666078,45371085.07257416
Aug-02-2022,0.07276899716281483,0.07316342179580428,0.06222300650970989,0.0624151769772248,661947.1566901408,44499157.6488706
Aug-01-2022,0.06390331714520112,0.07680062610813895,0.06074681798966555,0.07228912465750835,753833.0835526315,45956430.0147371
Jul-31-2022,0.07124317992925494,0.0722388323277155,0.062007976284732674,0.06411944273965865,699524.1790069686,45216613.998623796
Jul-30-2022,0.0777861373662723,0.07861634428284456,0.07019175065062344,0.07141032441282191,640790.5580985915,49192358.85330654
Jul-29-2022,0.08025694510697551,0.08337954017556039,0.07129579043484377,0.07770552870363029,695042.0316932624,52021956.86558192
Jul-28-2022,0.08347840207252506,0.08461503188954858,0.07870400651321016,0.08039484786407358,570899.8219401041,54447266.64054034
Jul-27-2022,0.0855278041495941,0.0902852760766738,0.08203581249998168,0.0834666541766076,672399.1169704861,56104680.93770878
Jul-26-2022,0.08316318893467561,0.08855441611359108,0.08131167407139547,0.0853523400742472,613373.0298042705,56704954.81900196
Jul-25-2022,0.08671179128540255,0.08875890722005936,0.08144046459350339,0.08332014075288528,411194.61583011586,56083415.52035949
Jul-24-2022,0.09064718871834555,0.09144413762858072,0.08701236275927429,0.08701236275927429,353583.6422608303,59594128.7316745
Jul-23-2022,0.09112275603468158,0.09238116887221856,0.0890798634655047,0.09044400892465392,431495.4620053957,59950516.209724516
Jul-22-2022,0.0879396147923818,0.09264169535331676,0.08539326762943054,0.09070579680282292,517239.03540917265,59841527.899882846
Jul-21-2022,0.08806011355417602,0.09359053088457692,0.0870916521046838,0.08833806299460269,646329.2964622641,60172548.83705548
Jul-20-2022,0.09185908284628064,0.09215138218301892,0.08769759963747137,0.08806011355417602,561776.7167896678,59803987.16246049
Jul-19-2022,0.09432978699896225,0.0950553955591659,0.09128813252155615,0.09163691524055424,844880.4160305343,61250996.09812694
Jul-18-2022,0.09132070235475188,0.09655418339215724,0.08330518309503122,0.09432978699896225,962521.9457720588,58640614.87626161
Jul-17-2022,0.09434464460560373,0.10011005633916578,0.08788085116009042,0.09132070235475188,623186.9721064814,60846111.57049319
Jul-16-2022,0.09517787778173752,0.09839716197930026,0.09167327716243392,0.09419549188246634,447368.84642857144,63259128.04377557
Jul-15-2022,0.09046316115058596,0.09570099655825698,0.08986356646052557,0.09517787778173752,519200.1168181818,61674663.977074765
Jul-14-2022,0.08841865249285327,0.09410331619049314,0.08513643089554711,0.09013276865175632,510095.4443950178,58972657.14858817
Jul-13-2022,0.09252294682994944,0.09500815195724964,0.08821468974233157,0.08855750216528284,761165.2578959075,60385699.51322972
Jul-12-2022,0.09183350271023452,0.09601345399263651,0.08678793978105134,0.0923018421236241,695893.0035587188,60852339.333054796
Jul-11-2022,0.09324683715723286,0.0961410108415797,0.09057807851596428,0.09156177756510968,609050.8627192982,62024173.727475606
Jul-10-2022,0.10171806722886882,0.10198567742244632,0.09322162986718074,0.0936642923389166,621761.808745583,64935817.35831469
Jul-09-2022,0.09731506571537246,0.1052027377169548,0.09392552196897117,0.10125386589625726,467538.1426136364,66022024.325925276
Jul-08-2022,0.09455940391898209,0.09769858668603627,0.09047194556304106,0.09731506571537246,403090.36843385216,62386036.53975994
Jul-07-2022,0.09979365671661668,0.10355947586246832,0.0935435187463816,0.09555730274078925,493196.43036417325,65074130.30233991
Jul-06-2022,0.09395243206546788,0.10466698113325867,0.0910916380681528,0.09761275352974856,565966.5218867041,62866293.61937182
Jul-05-2022,0.09776757134127402,0.10467876183908607,0.09335300637608346,0.09394657953753167,494098.60116731515,64547384.66652237
Jul-04-2022,0.09884986267629164,0.10439580841977064,0.09596016529883795,0.09842759148175284,428787.6706642067,65196929.25245616
Jul-03-2022,0.10081419423088547,0.10207098111928407,0.09721038446806976,0.0983711944148175,574160.3235887097,65687302.138182476
Jul-02-2022,0.10217268234172468,0.10668527798860418,0.09842811488448212,0.10085751535446644,575385.0066254417,67723089.5751464
Jul-01-2022,0.10504435166813862,0.10976525507539084,0.10135172092937224,0.10262434565660776,712154.9107142857,68685421.99958485
Jun-30-2022,0.11478304721073142,0.11939007224905504,0.10064463221816589,0.10567288891782883,509577.03576263535,74836569.64001943
Jun-29-2022,0.1219925078457294,0.12748522705863094,0.11367371211331034,0.11478304721073142,486036.9726715686,78904438.25077562
Jun-28-2022,0.12844660964808058,0.13241633633144553,0.11955305249504544,0.1217219040261398,557687.2780761719,82759256.71536544
Jun-27-2022,0.12193767549543112,0.1287936610645128,0.11667148525755965,0.1287153638946933,324836.42089074804,81760872.88731948
Jun-26-2022,0.12278358059232151,0.12950889475900246,0.1198571847716898,0.12184058132629975,602086.2430054152,82284586.35520375
Jun-25-2022,0.12455645604150303,0.13466087465416968,0.12080666075107582,0.12233887554493206,687755.6184329711,84029781.93729953
Jun-24-2022,0.11482607015612444,0.124069861162521,0.11441055809761298,0.1235056923302667,635759.3446365248,78637949.92932378
Jun-23-2022,0.11661687337889536,0.1250751720493399,0.11340455299229182,0.11427093672503422,668548.5658482143,79320197.91155572
Jun-22-2022,0.11778475001688544,0.11993879960147807,0.11390370296961896,0.11625140796761468,779876.150599631,77759868.95176439
Jun-21-2022,0.10887376403424331,0.12157726670488204,0.10787169259674095,0.11778475001688544,587647.7873798077,77113181.98310772
Jun-20-2022,0.12160155830324848,0.1216474822524844,0.1091692334664406,0.10920084819073028,339963.109765625,77053541.971226
Jun-19-2022,0.12182157802172622,0.12454429250190088,0.1180244080869018,0.12186486120307378,302993.03285092214,80456740.53346962
Jun-18-2022,0.1231114855401274,0.12315754350069968,0.1099862857346926,0.12154035167314878,426091.45704633207,78217107.8271407
Jun-17-2022,0.130422017539938,0.13351766572888474,0.11498052548739048,0.12275839640297172,576402.757514313,82368502.27857655
Jun-16-2022,0.12605303649214192,0.13817465734972906,0.1243765556838855,0.130422017539938,927398.968011811,87165937.95109466
Jun-15-2022,0.14391328986988652,0.1502300177956119,0.12488747024045796,0.12567772383200176,837558.107,91523054.90270354
Jun-14-2022,0.13647829490551566,0.14400669980220826,0.12882791275401487,0.1436225559198146,954398.9352409638,89358149.92392012
Jun-13-2022,0.13481147177967276,0.14961995342796328,0.12455404281683394,0.13607646738574697,972023.7544820717,92928188.69159928
Jun-12-2022,0.15698508294875368,0.16002073349242046,0.12959179738827206,0.134687094470351,669282.9667207792,96567792.26473282
Jun-11-2022,0.1604452298715248,0.16114458769475526,0.15192237514218612,0.15693446039010084,855187.3609375,104438777.78145948
Jun-10-2022,0.17751396763756466,0.178503661920593,0.1506037413963306,0.1604452298715248,972731.7565376569,106653591.6631918
Jun-09-2022,0.16993304067976428,0.19923882792350128,0.1679907606150262,0.17751396763756466,1209739.8504016064,120082720.13574007
Jun-08-2022,0.15891028504755647,0.1702534305078327,0.153479374671266,0.16958044417634924,1008857.6231223176,105984261.50788553
Jun-07-2022,0.14928672941962873,0.16139445939005825,0.14253658565841304,0.15891028504755647,1072319.1513297872,100057585.15373045
Jun-06-2022,0.1446527423919461,0.14971598922851953,0.13703676419015498,0.14928672941962873,982473.0291164658,94658959.2672482
Jun-05-2022,0.1392720596763459,0.1461244588032912,0.1314530850056386,0.1449627431851387,894091.0627289377,92012235.04265891
Jun-04-2022,0.12961306563079675,0.14434727103518413,0.12613495612691544,0.13958832401174814,794082.005130597,87927358.13245289
Jun-03-2022,0.12306904036873056,0.13708192073340622,0.12248334225876947,0.129637702095431,1017297.942290146,86289082.31852885
Jun-02-2022,0.150966279479939,0.1544569497186658,0.12232919246743182,0.12331828188233132,986318.450235849,93411638.79064965
Jun-01-2022,0.1580082055255335,0.17356491766191162,0.13274316498601532,0.1516553878178577,1192641.3027272727,99706667.78950948
May-31-2022,0.17922423899908824,0.1818802903215056,0.15677034897750794,0.1580082055255335,1463671.0838068181,111993468.40565568
May-30-2022,0.16773448325177584,0.19219974841902016,0.16451942421518187,0.17809537938183254,1537955.2030109488,118099889.95444833
May-29-2022,0.16232544268870175,0.18207045906285851,0.15423119543093353,0.16734082356620433,864389.6036706349,107196980.63977826
May-28-2022,0.17073313023369885,0.17719083392038715,0.16196758241416917,0.16232544268870175,877137.9527027027,109560671.57370636
May-27-2022,0.20009615708073064,0.2009663112441824,0.16982208001092455,0.17112688008356092,833467.6887207031,122281901.42761074
May-26-2022,0.20700584583509973,0.2092697250763936,0.19998043099649887,0.19998043099649887,601839.431887755,134445779.911167
May-25-2022,0.20993093822075692,0.21393814046378448,0.20444168349801653,0.20715107183941744,961856.2047991072,138273279.98305017
May-24-2022,0.2108318038858238,0.21466793184484745,0.2035833197045324,0.20993093822075692,883696.9269480519,138535760.59532434
May-23-2022,0.21431082057874723,0.22488136091789968,0.2090161275226891,0.2108318038858238,1074219.3209080717,141288100.4211955
May-22-2022,0.2388029545647488,0.2442999123828991,0.21431082057874723,0.21431082057874723,1109622.6398346303,153146034.5549346
May-21-2022,0.2383718848034735,0.2506186111719864,0.2362688021655829,0.2388029545647488,1010828.2146966527,159952019.06154278
